PNODE_ID,AS_ID_1,AS_ID_2,AS_ID_extra_count,RES_TYPE,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Derived_Zone
BSKYNPM_7_N003,AS_SP15,AS_SP26,0,GEN,BGSKYN_2_ASSR3A,27481_BSKYNPM _34.5_GU3A,24M3_DB127,2024-03-20T00:00:00,294,SP15
BSKYNPM_7_N004,AS_SP15,AS_SP26,0,GEN,BGSKYN_2_ASSR3B,27481_BSKYNPM _34.5_GU3B,24M3_DB127,2024-03-20T00:00:00,295,SP15
BSKYNPM_7_N005,AS_SP15,AS_SP26,0,GEN,BGSKYN_2_ASSR1B,GN-ASSR1B_GU,24M3_DB127,2024-03-20T00:00:00,293,SP15
BSPHYD26_7_N001,AS_SP15,AS_SP26,0,GEN,BISHOP_1_ALAMO,24709_BSPHYD26_55.0_GU26,24M3_DB127,2024-03-20T00:00:00,319,SP15
BSPHYD34_1_N001,AS_SP15,AS_SP26,0,GEN,BISHOP_1_UNITS,24710_BSPHYD34_115_GU34,24M3_DB127,2024-03-20T00:00:00,320,SP15
BUCKBL_2_PL1X3-APND,AS_SP15,AS_SP26,0,GEN,BUCKBL_2_PL1X3,,24M3_DB127,2024-03-20T00:00:00,428,SP15
BUCKCK_7_PL1X2-APND,AS_NP15,AS_NP26,0,GEN,BUCKCK_7_PL1X2,,24M3_DB127,2024-03-20T00:00:00,433,NP15
BUCKWND_1_N001,AS_SP15,AS_SP26,0,GEN,BUCKWD_1_QF,25634_BUCKWND _115_GUQF,24M3_DB127,2024-03-20T00:00:00,437,SP15
BUCKWND_1_N101,AS_SP15,AS_SP26,0,GEN,BUCKWD_7_WINTCV,25634_BUCKWND _115_GUWT,24M3_DB127,2024-03-20T00:00:00,438,SP15
BUCKWND_1_N201,AS_SP15,AS_SP26,0,GEN,BUCKWD_1_NPALM1,25634_BUCKWND _115_GUNP,24M3_DB127,2024-03-20T00:00:00,436,SP15
BUELLTON_1_N001,AS_NP26,AS_SP15,0,LOAD,BEULTN_1_LD2,36274_BUELLTON_115_LD2,24M3_DB127,2024-03-20T00:00:00,266,ZP26
BUELLTON_1_N003,AS_NP26,AS_SP15,0,LOAD,BEULTN_1_LD1,36274_BUELLTON_115_LD1,24M3_DB127,2024-03-20T00:00:00,265,ZP26
BUENAVS1_7_B1,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP1,38775_BUENAVS1_13.2_LDM1,24M3_DB127,2024-03-20T00:00:00,440,ZP26
BUENAVS1_7_B3,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP6,38775_BUENAVS1_13.2_LDM6,24M3_DB127,2024-03-20T00:00:00,446,ZP26
BUENAVS1_7_B4,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP5,38775_BUENAVS1_13.2_LDM5,24M3_DB127,2024-03-20T00:00:00,445,ZP26
BUENAVS1_7_B5,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP4,38775_BUENAVS1_13.2_LDM4,24M3_DB127,2024-03-20T00:00:00,444,ZP26
BUENAVS1_7_B6,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP3,38775_BUENAVS1_13.2_LDM3,24M3_DB127,2024-03-20T00:00:00,443,ZP26
BUENAVS1_7_B7,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP2,38775_BUENAVS1_13.2_LDM2,24M3_DB127,2024-03-20T00:00:00,442,ZP26
BUENAVS2_7_B1,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP9,38780_BUENAVS2_13.2_LDM9,24M3_DB127,2024-03-20T00:00:00,449,ZP26
BUENAVS2_7_B3,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP7,38780_BUENAVS2_13.2_LDM7,24M3_DB127,2024-03-20T00:00:00,447,ZP26
BUENAVS2_7_B4,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP8,38780_BUENAVS2_13.2_LDM8,24M3_DB127,2024-03-20T00:00:00,448,ZP26
BUENAVS2_7_B5,AS_NP26,AS_SP15,0,LOAD,BUENVS_7_PUMP10,38780_BUENAVS2_13.2_LDMA,24M3_DB127,2024-03-20T00:00:00,441,ZP26
BUENAVT_2_N006,AS_NP26,AS_SP15,0,GEN,BUENVS_2_NSPIN,38606_BUENAVT _230_GUM1,24M3_DB127,2024-03-20T00:00:00,439,ZP26
BULLARD_1_N001,AS_NP15,AS_NP26,0,LOAD,BULLRD_1_LD1,34416_BULLARD _115_LD1,24M3_DB127,2024-03-20T00:00:00,450,NP15
BULLARD_1_N004,AS_NP15,AS_NP26,0,LOAD,BULLRD_1_LD3,34416_BULLARD _115_LD3,24M3_DB127,2024-03-20T00:00:00,452,NP15
BULLARD_1_N005,AS_NP15,AS_NP26,0,LOAD,BULLRD_1_LD2,34416_BULLARD _115_LD2,24M3_DB127,2024-03-20T00:00:00,451,NP15
BULLARD_1_N006,AS_NP15,AS_NP26,0,LOAD,BULLRD_1_LD5,34416_BULLARD _115_LD5,24M3_DB127,2024-03-20T00:00:00,453,NP15
BULLARD_1_N009,AS_NP15,AS_NP26,0,GEN,BULLRD_7_SAGNES,34416_BULLARD _115_GUM1,24M3_DB127,2024-03-20T00:00:00,454,NP15
BUMONT_7_N001,AS_SP15,AS_SP26,0,GEN,DYLAN_2_BMTBT1,99901_MUNCH   _34.5_GU01,24M3_DB127,2024-03-20T00:00:00,1154,SP15
BURLNGME_1_N001,AS_NP15,AS_NP26,0,LOAD,BURLNG_1_LD1,33356_BURLNGME_115_LD1,24M3_DB127,2024-03-20T00:00:00,455,NP15
BURNEY_6_N001,AS_NP15,AS_NP26,0,LOAD,BURNEY_6_LD1,31636_BURNEY  _60.0_LD1,24M3_DB127,2024-03-20T00:00:00,456,NP15
BURNEY_6_N002,AS_NP15,AS_NP26,0,LOAD,BURNEY_6_LD2,31636_BURNEY  _60.0_LD2,24M3_DB127,2024-03-20T00:00:00,457,NP15
BURNSJ1_6_N003,AS_NP15,AS_NP26,0,LOAD,BURNS_6_LD1,36001_BURNS J1_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,458,NP15
BUTTE_1_N010,AS_NP15,AS_NP26,0,LOAD,BUTTE_1_LD2,31500_BUTTE   _115_LD2,24M3_DB127,2024-03-20T00:00:00,460,NP15
BUTTE_1_N101,AS_NP15,AS_NP26,0,LOAD,BUTTE_1_LD3,31500_BUTTE   _115_LD3,24M3_DB127,2024-03-20T00:00:00,461,NP15
BUTTVLLY_7_B1,AS_NP15,AS_NP26,0,GEN,BUTTVL_7_UNIT 1,31780_BUTTVLLY_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,462,NP15
B_6_N001,AS_SP15,AS_SP26,0,LOAD,STA B_6_LD33,22024_B       _69.0_LD33,24M3_DB127,2024-03-20T00:00:00,4897,SP15
B_6_N003,AS_SP15,AS_SP26,0,LOAD,STA B_6_LD31,22024_B       _69.0_LD31,24M3_DB127,2024-03-20T00:00:00,4895,SP15
B_6_N005,AS_SP15,AS_SP26,0,LOAD,STA B_6_LD30,22024_B       _69.0_LD30,24M3_DB127,2024-03-20T00:00:00,4894,SP15
B_6_N007,AS_SP15,AS_SP26,0,LOAD,STA B_6_LD32,22024_B       _69.0_LD32,24M3_DB127,2024-03-20T00:00:00,4896,SP15
C4931_6_N003,AS_SP15,AS_SP26,0,LOAD,OCTILO_5_LD-M1,23311_C493 1  _500_LDM1,24M3_DB127,2024-03-20T00:00:00,2849,SP15
C493GEN_7_N003,AS_SP15,AS_SP26,0,GEN,OCTILO_5_WIND,23312_C493 GEN_34.5_GUGN,24M3_DB127,2024-03-20T00:00:00,2850,SP15
C590M1_7_N004,AS_SP15,AS_SP26,0,GEN,CPVERD_2_SOLAR,23307_IVGEN3M1_34.5_GU1,24M3_DB127,2024-03-20T00:00:00,848,SP15
C590M1_7_N005,AS_SP15,AS_SP26,0,LOAD,CPVERD_7_LD-M1,23307_IVGEN3M1_34.5_LDM1,24M3_DB127,2024-03-20T00:00:00,850,SP15
C643TM1_7_N001,AS_SP15,AS_SP26,0,GEN,MSOLAR_2_SOLAR1,23338_C643T_M1_34.5_GU1,24M3_DB127,2024-03-20T00:00:00,2628,SP15
C7-1-S1_1_N002,AS_SP15_EXP,AS_SP26_EXP,0,TIE,ALHMBR161,21106_C7-1-S1 _161_GUAL,24M3_DB127,2024-03-20T00:00:00,50,Unclassified
C7-2-S1_1_N002,AS_SP15_EXP,AS_SP26_EXP,0,TIE,ARKANS161,21112_C7-2-S1 _161_GUAR,24M3_DB127,2024-03-20T00:00:00,129,Unclassified
C877P1C2_7_N001,AS_NP15,AS_NP26,0,GEN,CALFTS_2_CFSSR1,34662_C877P1C2_34.5_GU1,24M3_DB127,2024-03-20T00:00:00,486,NP15
C877P2C2_7_N001,AS_NP26,AS_SP15,0,GEN,CALFTN_2_SOLAR,34665_C877P2C2_34.5_GU1,24M3_DB127,2024-03-20T00:00:00,485,ZP26
C877P2C2_7_ND002,AS_NP26,AS_SP15,0,GEN,CALFTN_2_CFSBT1,34665_C877P2C2_34.5_GUCF,24M3_DB127,2024-03-20T00:00:00,484,ZP26
CABALLO3_7_N001,AS_NP26,AS_SP15,0,GEN,CABALO_2_M2BSR1,36522_CABALLO3_GU1,24M3_DB127,2024-03-20T00:00:00,465,ZP26
CABALLO3_7_N002,AS_NP26,AS_SP15,0,GEN,CABALO_2_M2WSR2,36522_CABALLO3_GU2,24M3_DB127,2024-03-20T00:00:00,466,ZP26
CABAZON_7_B1,AS_SP15,AS_SP26,0,GEN,CABZON_1_WINDA1,28280_CABAZON _34.5_GU1,24M3_DB127,2024-03-20T00:00:00,469,SP15
CABRILLO_1_N001,AS_NP26,AS_SP15,0,LOAD,CABRIL_1_LD1,36294_CABRILLO_115_LD1,24M3_DB127,2024-03-20T00:00:00,468,ZP26
CABRILLO_6_N001,AS_SP15,AS_SP26,0,LOAD,CBRLLO_6_LD30,22092_CABRILLO_69.0_LD30,24M3_DB127,2024-03-20T00:00:00,582,SP15
CABRILLO_6_N004,AS_SP15,AS_SP26,0,LOAD,CBRLLO_6_LD31,22092_CABRILLO_69.0_LD31,24M3_DB127,2024-03-20T00:00:00,583,SP15
CABRILLO_6_N011,AS_SP15,AS_SP26,0,GEN,CBRLLO_6_PLSTP1,22092_CABRILLO_69.0_GUM1,24M3_DB127,2024-03-20T00:00:00,584,SP15
CADET_6_N001,AS_NP26,AS_SP15,0,LOAD,CHEVCD_6_GN-1,34916_CADET   _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,636,ZP26
CADET_6_N002,AS_NP26,AS_SP15,0,GEN,CHEVCD_6_UNIT,34916_CADET   _70.0_GU1,24M3_DB127,2024-03-20T00:00:00,638,ZP26
CALAVE_1_N001,AS_NP15,AS_NP26,0,LOAD,CALAVE_1_LD3,34402_CAL AVE _115_LD3,24M3_DB127,2024-03-20T00:00:00,474,NP15
CALAVE_1_N002,AS_NP15,AS_NP26,0,LOAD,CALAVE_1_LD2,34402_CAL AVE _115_LD2,24M3_DB127,2024-03-20T00:00:00,473,NP15
CALAVE_1_N004,AS_NP15,AS_NP26,0,LOAD,CALAVE_1_LD1,34402_CAL AVE _115_LD1,24M3_DB127,2024-03-20T00:00:00,472,NP15
CALCEDA_6_N001,AS_NP15,AS_NP26,0,LOAD,CCEDAR_6_LD1,33673_CAL CEDA_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,585,NP15
CALCMENT_6_N101,AS_SP15,AS_SP26,0,LOAD,CALCME_6_LD1,24428_CALCMENT_66.0_LD1,24M3_DB127,2024-03-20T00:00:00,475,SP15
CALCMENT_6_N151,AS_SP15,AS_SP26,0,LOAD,CALCME_6_LD2,24428_CALCMENT_66.0_LD2,24M3_DB127,2024-03-20T00:00:00,476,SP15
CALCMNT_6_N001,AS_NP15,AS_NP26,0,LOAD,CACMNT_6_LD1,33614_CAL CMNT_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,470,NP15
CALECTRI_1_N016,AS_SP15,AS_SP26,0,LOAD,CALELC_1_LD1W,95631_CALECTRI_115_LD4,24M3_DB127,2024-03-20T00:00:00,480,SP15
CALELEC_1_N004,AS_SP15,AS_SP26,0,LOAD,CALELC_1_BNK_1S,95631_CALECTRI_115_LD1,24M3_DB127,2024-03-20T00:00:00,478,SP15
CALELEC_1_N005,AS_SP15,AS_SP26,0,LOAD,CALELC_1_BNK_2,95631_CALECTRI_115_LD3,24M3_DB127,2024-03-20T00:00:00,479,SP15
CALELEC_1_N009,AS_SP15,AS_SP26,0,LOAD,CALELC_1_BNK_1N,95631_CALECTRI_115_LD2,24M3_DB127,2024-03-20T00:00:00,477,SP15
CALEVRAS_1_N001,AS_NP15,AS_NP26,0,LOAD,CALEVR_1_LD1,36972_CALEVRAS_115_LD1|38437_CALEVRAS_115_LD1,24M3_DB127,2024-03-20T00:00:00,481,NP15
CALFLAX_6_N001,AS_NP15,AS_NP26,0,LOAD,CALFLX_6_LD1,34560_CALFLAX _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,482,NP15
CALFLAX_6_N024,AS_NP15,AS_NP26,0,LOAD,CALFLX_6_LD2,34560_CALFLAX _70.0_LD2,24M3_DB127,2024-03-20T00:00:00,483,NP15
CALGEN1G_7_B1,AS_SP15,AS_SP26,0,GEN,CALGEN_1_UNIT 1,24711_CALGEN1G_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,487,SP15
CALGEN2G_7_B1,AS_SP15,AS_SP26,0,GEN,CALGEN_1_UNIT 2,24712_CALGEN2G_13.8_GU2,24M3_DB127,2024-03-20T00:00:00,488,SP15
CALGEN3G_7_B1,AS_SP15,AS_SP26,0,GEN,CALGEN_1_UNIT 3,24713_CALGEN3G_13.8_GU3,24M3_DB127,2024-03-20T00:00:00,489,SP15
CALGEN_1_UNITS-APND,AS_SP15,AS_SP26,0,GEN,CALGEN_1_UNITS,,24M3_DB127,2024-03-20T00:00:00,490,SP15
CALIPSF_7_N001,AS_SP15_EXP,AS_SP26_EXP,0,TIE,CALPSS92,21051_CALIPSF _34.5_GU1,24M3_DB127,2024-03-20T00:00:00,496,Unclassified
CALISTGA_6_N001,AS_NP15,AS_NP26,0,LOAD,CSTOGA_6_LD1,32652_CALISTGA_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,897,NP15
CALISTGA_6_N004,AS_NP15,AS_NP26,0,GEN,CSTOGA_6_LNDFIL,32652_CALISTGA_60.0_GUM1,24M3_DB127,2024-03-20T00:00:00,898,NP15
CALLENDR_1_N001,AS_NP26,AS_SP15,0,LOAD,CALNDR_1_LD-UN,36280_CALLENDR_115_LDUN,24M3_DB127,2024-03-20T00:00:00,492,ZP26
CALMAT60_6_N001,AS_NP15,AS_NP26,0,LOAD,CALMAT_6_LD1,35222_CALMAT60_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,491,NP15
CALPELLA_1_N001,AS_NP15,AS_NP26,0,LOAD,CALPEL_1_LD1,31202_CALPELLA_115_LD1,24M3_DB127,2024-03-20T00:00:00,493,NP15
CALTRSF_1_N001,AS_NP15,AS_NP26,0,LOAD,CALTRN_1_LDE1,36451_CALTRSF _115_LD1,24M3_DB127,2024-03-20T00:00:00,497,NP15
CALTRSF_1_N002,AS_NP15,AS_NP26,0,LOAD,CALTRN_1_LDE2,36451_CALTRSF _115_LD2,24M3_DB127,2024-03-20T00:00:00,498,NP15
CALTRSJ_1_N001,AS_NP15,AS_NP26,0,LOAD,CALTRN_1_LDF1,36452_CALTRSJ _115_LD1,24M3_DB127,2024-03-20T00:00:00,499,NP15
CALTRSJ_1_N002,AS_NP15,AS_NP26,0,LOAD,CALTRN_1_LDF2,36452_CALTRSJ _115_LD2,24M3_DB127,2024-03-20T00:00:00,500,NP15
CALVO_6_N001,AS_NP15,AS_NP26,0,LOAD,CALVO_6_LD1,33750_CALVO   _60.0_LD1,24M3_DB127,2024-03-20T00:00:00,501,NP15
CAMANCHE_7_N001,AS_NP15,AS_NP26,0,GEN,CAMCHE_1_UNIT 3,33850_CAMANCHE_ 4.2_GU3,24M3_DB127,2024-03-20T00:00:00,505,NP15
CAMANCHE_7_N002,AS_NP15,AS_NP26,0,GEN,CAMCHE_1_UNIT 1,33850_CAMANCHE_ 4.2_GU1,24M3_DB127,2024-03-20T00:00:00,503,NP15
CAMANCHE_7_N003,AS_NP15,AS_NP26,0,GEN,CAMCHE_1_UNIT 2,33850_CAMANCHE_ 4.2_GU2,24M3_DB127,2024-03-20T00:00:00,504,NP15
CAMANCPP_2_N001,AS_NP15,AS_NP26,0,LOAD,CAMNCH_2_LD1,39500_CAMANCPP_230_LD1,24M3_DB127,2024-03-20T00:00:00,515,NP15
CAMCHE_1_PL1X3-APND,AS_NP15,AS_NP26,0,GEN,CAMCHE_1_PL1X3,,24M3_DB127,2024-03-20T00:00:00,502,NP15
CAMDEN_6_N001,AS_NP15,AS_NP26,0,LOAD,CAMDEN_6_LD1,34508_CAMDEN  _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,506,NP15
CAMDEN_6_N002,AS_NP15,AS_NP26,0,LOAD,CAMDEN_6_LD2,34508_CAMDEN  _70.0_LD2,24M3_DB127,2024-03-20T00:00:00,507,NP15
CAMDEN_6_N011,AS_NP26,AS_SP15,0,GEN,CAMDEN_6_RDDBM1,GN-RDDBM1,24M3_DB127,2024-03-20T00:00:00,508,ZP26
CAMERON_6_N001,AS_SP15,AS_SP26,0,LOAD,CAMERN_6_LD30,22104_CAMERON _69.0_LD1,24M3_DB127,2024-03-20T00:00:00,511,SP15
CAMERON_7_N008,AS_SP15,AS_SP26,0,GEN,CAMERN_6_BSPSR1,GN-BSPSR1,24M3_DB127,2024-03-20T00:00:00,510,SP15
CAMINO_2_N001,AS_SP15,AS_SP26,0,LOAD,CAMNOS_2_LD-1A,24019_CAMINO  _230_LD1A,24M3_DB127,2024-03-20T00:00:00,516,SP15
CAMPHORA_6_N001,AS_NP15,AS_NP26,0,LOAD,CMPHR_6_LD1,36062_CAMPHORA_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,724,NP15
CAMPHORA_6_N003,AS_NP15,AS_NP26,0,LOAD,CMPHR_6_LD2,36062_CAMPHORA_60.0_LD2,24M3_DB127,2024-03-20T00:00:00,725,NP15
CAMPUS_1_LN001,AS_NP15,AS_NP26,0,LOAD,DAVIS_1_LD-UCD2,32102_CAMPUS  _115_LD2,24M3_DB127,2024-03-20T00:00:00,944,NP15
CAMPUS_1_N003,AS_NP15,AS_NP26,0,LOAD,DAVIS_1_LD-UCD,32102_CAMPUS  _115_LD1,24M3_DB127,2024-03-20T00:00:00,943,NP15
CANAL_6_N001,AS_NP15,AS_NP26,0,LOAD,CANAL_6_LD2,34206_CANAL   _70.0_LD2,24M3_DB127,2024-03-20T00:00:00,519,NP15
CANAL_6_N006,AS_NP15,AS_NP26,0,LOAD,CANAL_6_LD1,34206_CANAL   _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,518,NP15
CANANDGA_6_N001,AS_NP15,AS_NP26,0,LOAD,CANAND_6_LD1,34237_CANANDGA_70.0_LD1,24M3_DB127,2024-03-20T00:00:00,520,NP15
CANNON_1_N025,AS_SP15,AS_SP26,0,LOAD,CANNON_1_LD40,22108_CANNON  _138_LD40,24M3_DB127,2024-03-20T00:00:00,521,SP15
CANNON_1_N026,AS_SP15,AS_SP26,0,LOAD,CANNON_1_LD41,22108_CANNON  _138_LD41,24M3_DB127,2024-03-20T00:00:00,522,SP15
CANNON_1_N027,AS_SP15,AS_SP26,0,LOAD,CANNON_1_LD42,22108_CANNON  _138_LD42,24M3_DB127,2024-03-20T00:00:00,523,SP15
CANNON_1_N028,AS_SP15,AS_SP26,0,LOAD,CANNON_1_LD43,22108_CANNON  _138_LD43,24M3_DB127,2024-03-20T00:00:00,524,SP15
CANTGEN_7_N001,AS_NP15,AS_NP26,0,LOAD,CANTUA_7_LD1,34349_CANTUAGN_12.5_LD1,24M3_DB127,2024-03-20T00:00:00,526,NP15
CANTGEN_7_N002,AS_NP15,AS_NP26,0,GEN,CANTUA_1_SOLAR,34349_CANTUAGN_12.5_GU1,24M3_DB127,2024-03-20T00:00:00,525,NP15
CANYONP1_7_GN001,AS_SP15,AS_SP26,0,GEN,ANAHM_2_CANYN1,25207_CANYONP1_13.8_GUG1,24M3_DB127,2024-03-20T00:00:00,92,SP15
CANYONP2_7_GN001,AS_SP15,AS_SP26,0,GEN,ANAHM_2_CANYN2,25208_CANYONP2_13.8_GUG2,24M3_DB127,2024-03-20T00:00:00,93,SP15
CANYONP2_7_N001,AS_SP15,AS_SP26,0,LOAD,ANAHM_7_LD-AB,25208_CANYONP2_13.8_LDAB,24M3_DB127,2024-03-20T00:00:00,99,SP15
CANYONP2_7_N002,AS_SP15,AS_SP26,0,LOAD,ANAHM_7_LD-SB,25208_CANYONP2_13.8_LDSB,24M3_DB127,2024-03-20T00:00:00,101,SP15
CANYONP3_7_GN001,AS_SP15,AS_SP26,0,GEN,ANAHM_2_CANYN3,25209_CANYONP3_13.8_GUG3,24M3_DB127,2024-03-20T00:00:00,94,SP15
CANYONP3_7_N001,AS_SP15,AS_SP26,0,LOAD,ANAHM_7_LD-AA,25209_CANYONP3_13.8_LDAA,24M3_DB127,2024-03-20T00:00:00,98,SP15
CANYONP3_7_N002,AS_SP15,AS_SP26,0,LOAD,ANAHM_7_LD-SA,25209_CANYONP3_13.8_LDSA,24M3_DB127,2024-03-20T00:00:00,100,SP15
CANYONP4_7_GN001,AS_SP15,AS_SP26,0,GEN,ANAHM_2_CANYN4,25210_CANYONP4_13.8_GUG4,24M3_DB127,2024-03-20T00:00:00,95,SP15
CAPAY_6_N001,AS_NP15,AS_NP26,0,LOAD,CAPAY_6_LD1,31730_CAPAY   _60.0_LD1,24M3_DB127,2024-03-20T00:00:00,527,NP15
CAPEHORN_6_N001,AS_NP15,AS_NP26,0,LOAD,CPHORN_6_LD1,32368_CAPEHORN_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,846,NP15
CAPSTRNO_1_N011,AS_SP15,AS_SP26,0,LOAD,SANJCP_1_LD40,22112_SANJCP_138_LD40,24M3_DB127,2024-03-20T00:00:00,4031,SP15
CAPSTRNO_1_N016,AS_SP15,AS_SP26,0,GEN,CPSTNO_7_PRMADS,22112_CAPSTRNO_138_GUM1,24M3_DB127,2024-03-20T00:00:00,847,SP15
CAPSTRNO_1_N051,AS_SP15,AS_SP26,0,LOAD,SANJCP_1_LD41,22112_SANJCP_138_LD41,24M3_DB127,2024-03-20T00:00:00,4032,SP15
CAPSTRNO_1_N063,AS_SP15,AS_SP26,0,LOAD,SANJCP_1_LD42,22112_SANJCP_138_LD40,24M3_DB127,2024-03-20T00:00:00,4033,SP15
CAPTJACK_5_N003,AS_NP15_EXP,AS_NP26_EXP,0,TIE,WESTLYQNTO,45035_CAPTJACK_500_GUMC,24M3_DB127,2024-03-20T00:00:00,5446,Unclassified
CAPTJACK_5_N015,AS_NP15_EXP,AS_NP26_EXP,0,TIE,TRCYCOTP,45035_CAPTJACK_500_GUMG,24M3_DB127,2024-03-20T00:00:00,5125,Unclassified
CAPTJACK_5_N504,AS_NP15_EXP,AS_NP26_EXP,0,TIE,WESTLYTSLA,45035_CAPTJACK_500_GUMB,24M3_DB127,2024-03-20T00:00:00,5447,Unclassified
CAPTJACK_5_N505,AS_NP15_EXP,AS_NP26_EXP,0,TIE,TRCYPGAE,45035_CAPTJACK_500_GUMA,24M3_DB127,2024-03-20T00:00:00,5127,Unclassified
CAPTJACK_5_N506,AS_NP15_EXP,AS_NP26_EXP,0,TIE,TESLA230,45035_CAPTJACK_500_GUM9,24M3_DB127,2024-03-20T00:00:00,5064,Unclassified
CAPTJACK_5_N507,AS_NP15_EXP,AS_NP26_EXP,0,TIE,RANCHOSECO,45035_CAPTJACK_500_GUM8,24M3_DB127,2024-03-20T00:00:00,3826,Unclassified
CAPTJACK_5_N508,AS_NP15_EXP,AS_NP26_EXP,0,TIE,LAKE,45035_CAPTJACK_500_GUM7,24M3_DB127,2024-03-20T00:00:00,2072,Unclassified
CAPTJACK_5_N509,AS_NP15_EXP,AS_NP26_EXP,0,TIE,LLL115,45035_CAPTJACK_500_GUM6,24M3_DB127,2024-03-20T00:00:00,2224,Unclassified
CAPTJACK_5_N510,AS_NP15_EXP,AS_NP26_EXP,0,TIE,CTW230,45035_CAPTJACK_500_GUM5,24M3_DB127,2024-03-20T00:00:00,906,Unclassified
CAPTJACK_5_N511,AS_NP15_EXP,AS_NP26_EXP,0,TIE,RDM230,45035_CAPTJACK_500_GUM4,24M3_DB127,2024-03-20T00:00:00,3851,Unclassified
CAPTJACK_5_N512,AS_NP15_EXP,AS_NP26_EXP,0,TIE,TRCYCOTPISO,45035_CAPTJACK_500_GUM3,24M3_DB127,2024-03-20T00:00:00,5126,Unclassified
CAPWIND_1_B1,AS_SP15,AS_SP26,0,GEN,CAPWD_1_QF,25633_CAPWIND _115_GUQF,24M3_DB127,2024-03-20T00:00:00,528,SP15
CARABOU_7_B1,AS_NP15,AS_NP26,0,GEN,CARBOU_7_UNIT 2,31808_CARABOU _11.5_GU2,24M3_DB127,2024-03-20T00:00:00,536,NP15
CARABOU_7_B12,AS_NP15,AS_NP26,0,GEN,CARBOU_7_UNIT 1,31808_CARABOU _11.5_GU1,24M3_DB127,2024-03-20T00:00:00,535,NP15
CARABOU_7_B3,AS_NP15,AS_NP26,0,GEN,CARBOU_7_UNIT 3,31808_CARABOU _11.5_GU3,24M3_DB127,2024-03-20T00:00:00,537,NP15
CARBOGEN_7_B1,AS_SP15,AS_SP26,0,GEN,HINSON_6_CARBGN,24020_CARBOGEN_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,1766,SP15
CARBONA_1_CN3,AS_NP15,AS_NP26,0,LOAD,CARBNA_1_LD1,33764_CARBONA _115_Load1,24M3_DB127,2024-03-20T00:00:00,529,NP15
CARBONA_1_CN4,AS_NP15,AS_NP26,0,LOAD,CARBNA_1_LD2,33764_CARBONA _115_Load2,24M3_DB127,2024-03-20T00:00:00,530,NP15
CARBONA_6_N003,AS_NP15,AS_NP26,0,LOAD,CARBNA_6_LD1,33764_CARBONA _60.0_LD1,24M3_DB127,2024-03-20T00:00:00,531,NP15
CARBONA_6_N101,AS_NP15,AS_NP26,0,LOAD,CARBNA_6_LD2,33764_CARBONA _60.0_LD2,24M3_DB127,2024-03-20T00:00:00,532,NP15
CARBOU_7_PL2X3-APND,AS_NP15,AS_NP26,0,GEN,CARBOU_7_PL2X3,,24M3_DB127,2024-03-20T00:00:00,533,NP15
CARBOU_7_PL4X5-APND,AS_NP15,AS_NP26,0,GEN,CARBOU_7_PL4X5,,24M3_DB127,2024-03-20T00:00:00,534,NP15
CARGILL_6_N001,AS_NP15,AS_NP26,0,LOAD,CARGLL_6_LD1,33656_CARGILL _60.0_LD1,24M3_DB127,2024-03-20T00:00:00,540,NP15
CARLOTTA_6_N001,AS_NP15,AS_NP26,0,LOAD,CRLTTA_6_LD-PLUM,31104_CARLOTTA_60.0_LDPL,24M3_DB127,2024-03-20T00:00:00,870,NP15
CARLOTTA_6_N003,AS_NP15,AS_NP26,0,LOAD,CRLTTA_6_LD-CARL,31104_CARLOTTA_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,869,NP15
CARLS1_2_CARCT1-APND,AS_SP15,AS_SP26,0,GEN,CARLS1_2_CARCT1,,24M3_DB127,2024-03-20T00:00:00,541,SP15
CARLTNHS_1_GN001,AS_SP15,AS_SP26,0,GEN,CHILLS_1_SYCENG,22120_CARLTNHS_138_GUM3,24M3_DB127,2024-03-20T00:00:00,653,SP15
