X,Y,OBJECTID,Substation_ID,Substation_Name,Alias,Status,Owner,Map_Owner,Map_Part,Engineering_ID,kV_12_TO_32,kV_33_TO_92,kV_110_TO_161,kV_220_To_287,kV_345_To_500,kV_500_DC,Highest_kV,Postal_City,County,Zip_Code,State,Comments
-121.249408731292,40.0074004643855,"2321",SS2688,Belden, ,Operational,PG&E,PG&E,U, ,,,YES,YES,,,220kV to 287kV,Belden,Plumas,"95915",CA, 
-120.944747077844,39.9749301073744,"2322",SS2689,N.N., ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Quincy,Plumas,"95971",CA, 
-122.3325037995,39.815148276579,"2323",SS2690,Black Butte, ,Low kV,PG&E,PG&E,U, ,YES,,,,,,12kV to 32kV,Corning,Tehama,"96021",CA, 
-120.370860513559,39.7569629710072,"2324",SS2691,Marble, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Portola,Plumas,"96122",CA, 
-120.6448893544,39.8012623443547,"2325",SS2692,Mohawk, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Blairsden-Graeagle,Plumas,"96103",CA, 
-120.617696375483,39.7711329826425,"2326",SS2693,Graeagle, ,Low kV,Other,Other,U, ,YES,,,,,,12kV to 32kV,Blairsden-Graeagle,Plumas,"96103",CA, 
-120.58159772802,39.5655448648358,"2327",SS2694,Haypress Middle, ,Low kV,PG&E,PG&E,U, ,YES,,,,,,12kV to 32kV,Calpine,Sierra,"96124",CA, 
-120.596914248323,39.5657161836592,"2328",SS2695,Haypress Lower, ,Low kV,PG&E,PG&E,U, ,YES,,,,,,12kV to 32kV,Calpine,Sierra,"96124",CA, 
-120.027436399807,39.2458585563246,"2329",SS2696,Kings Beach, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Kings Beach,Placer,"96143",CA, 
-120.181207006263,39.3301238389863,"2330",SS2697,Truckee Tpud, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Truckee,Nevada,"96161",CA, 
-120.766782596344,39.256662036515,"2331",SS2698,Drum 1, ,Operational,PG&E,PG&E,U, ,,YES,YES,,,,110kV to 161kV,Alta,Placer,"95701",CA, 
-120.766641926988,39.2574184331316,"2332",SS2699,Drum 2, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Alta,Placer,"95701",CA, 
-120.596397085722,39.0242422420374,"2333",SS2700,Middle Fork, ,Operational,PG&E,PG&E,M, ,,YES,,YES,,,220kV to 287kV,Foresthill,Placer,"95631",CA, 
-121.640100512776,39.1368644229714,"2334",SS2701,Greenleaf Unit Ii, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Yuba City,Sutter,"95993",CA, 
-121.638488492255,39.1384295955658,"2335",SS2702,Yuba City Sta. B, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Yuba City,Sutter,"95993",CA, 
-121.691890976965,39.0525036918284,"2336",SS2703,Sutter Power, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Yuba City,Sutter,"95993",CA, 
-121.313989541666,38.8318661380602,"2337",SS2704,Rio Bravo Rocklin, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lincoln,Placer,"95648",CA, 
-121.316906876814,39.0488968015796,"2338",SS2705,Camp Far West, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Sheridan,Placer,"95681",CA, 
-121.098482687092,38.8899212225601,"2339",SS2706,Wise, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Auburn,Placer,"95603",CA, 
-122.711562993325,38.7487580835069,"2340",SS2707,Ncpa 3 & 4, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Middletown,Lake,"95461",CA, 
-122.881224718987,38.8340282758306,"2341",SS2708,Aidlin Geothermal, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Cloverdale,Sonoma,"95425",CA, 
-122.814965826173,38.805699401062,"2342",SS2709,Geysers Unit 3, ,Operational,PG&E,PG&E,M, ,,,YES,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-122.802025781955,38.8147090878608,"2343",SS2710,Ridge Line, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Geyserville,Sonoma,"95441",CA, 
-122.783846783268,38.8053051050268,"2344",SS2711,Cobb Creek, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-122.748277803585,38.7685858885069,"2345",SS2712,Socrates 18, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-122.088713732852,37.3177234362785,"2346",SS2713,Magnesium, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Cupertino,Santa Clara,"95014",CA, 
-122.782018802207,38.7867066953527,"2347",SS2714,Sulphur Springs, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-122.808208736054,38.8056150052853,"2348",SS2715,Mccabe, ,Operational,PG&E,PG&E,M, ,,YES,,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-122.76699329195,38.7959739997946,"2349",SS2716,Fumarole, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Geyserville,Sonoma,"95441",CA, 
-121.383466222269,38.7921693201039,"2350",SS2717,REP SY, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Roseville,Placer,"95747",CA,Double circuit
-121.382949735475,38.7924571936241,"2351",SS2718,REP, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Roseville,Placer,"95747",CA, 
-121.267888861199,38.7455137505758,"2352",SS2719,Douglas, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Roseville,Placer,"95678",CA, 
-121.264138456309,38.7617328907196,"2353",SS2720,Berry, ,Operational,Other,Other,M,RSC,,YES,YES,YES,,,220kV to 287kV,Roseville,Placer,"95678",CA, 
-121.282728192398,38.7794931893555,"2354",SS2721,Park, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Roseville,Placer,"95678",CA, 
-122.719535924541,38.7522726478924,"2355",SS2722,Ncpa 1 & 2, ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Middletown,Sonoma,"95461",CA, 
-121.250958358993,38.7526514523058,"2356",SS2723,Hard Rock, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Roseville,Placer,"95661",CA, 
-122.852844623134,38.6065520289823,"2357",SS2724,Fitch Mt., ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Healdsburg,Sonoma,"95448",CA, 
-121.161131017085,38.7074653082173,"2358",SS2725,Folsom, ,Operational,WAPA,WAPA,M,FOL,,,YES,YES,,,220kV to 287kV,Folsom,Sacramento,"95630",CA, 
-121.411345836715,38.6474009203634,"2359",SS2726,Mcclellan-Bell, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Mcclellan,Sacramento,"95652",CA, 
-121.393590367562,38.6522957903098,"2360",SS2727,Mcclellan, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Mcclellan,Sacramento,"95652",CA, 
-121.346596835024,38.6063008928672,"2361",SS2728,Walnut, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Carmichael,Sacramento,"95608",CA, 
-121.405748848299,38.6206287714225,"2362",SS2729,Wright, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95821",CA, 
-121.383578834934,38.6372814982936,"2363",SS2730,Auburn Watt, ,Operational,SMUD,SMUD,M, ,,,,YES,,,220kV to 287kV,Sacramento,Sacramento,"95821",CA, 
-121.23749387605,38.5930998871066,"2364",SS2731,White Rock-Aerojet, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Rancho Cordova,Sacramento,"95742",CA, 
-121.282622841251,38.619218917991,"2365",SS2732,Carmichael Id, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Rancho Cordova,Sacramento,"95670",CA, 
-121.192880677924,38.5149221237775,"2366",SS2733,Kiefer Landfill, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sloughhouse,Sacramento,"95683",CA, 
-121.491035813891,38.6090799116678,"2367",SS2734,Azusa -Thelma, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95833",CA, 
-121.439570849773,38.6193439270764,"2368",SS2735,Alamos, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95815",CA, 
-121.385177085609,38.5806210910321,"2369",SS2736,Larch-Northrop, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95864",CA, 
-121.381214675399,38.5978712655341,"2370",SS2737,Pak-N-Save 1, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95864",CA, 
-121.451380824257,38.5707700251575,"2371",SS2738,Arden Pumping Sta., ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95816",CA, 
-121.426489770937,38.5564323255868,"2372",SS2739,Csus, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95819",CA, 
-121.400089928305,38.5317064533123,"2373",SS2740,Air Products 2, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95826",CA, 
-121.751385466008,38.5291050905763,"2374",SS2741,Uc Davis, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Dixon,Solano,"95620",CA, 
-121.427933088089,38.4985966822159,"2375",SS2742,Pak-N-Save 2, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Sacramento,Sacramento,"95828",CA, 
-121.918098159914,38.4051833908357,"2376",SS2743,Calpeak Power Vaca Dixon 1, ,Operational,PG&E,PG&E,M, ,,YES,YES,,YES,,345kV to 500kV,Vacaville,Solano,"95688",CA, 
-121.463936022596,38.5085634264338,"2377",SS2744,48Th-Martin Luther King, ,Operational,SMUD,SMUD,M, ,,YES,YES,,,,110kV to 161kV,Sacramento,Sacramento,"95823",CA, 
-121.461845447362,38.4454559194892,"2378",SS2745,Carson Ice Cogen, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Elk Grove,Sacramento,"95758",CA, 
-121.123556333004,38.3443678972444,"2379",SS2746,Rancho Seco, ,Operational,SMUD,SMUD,M, ,,,,YES,,,220kV to 287kV,Herald,Sacramento,"95638",CA, 
-121.124813785044,38.3391312080869,"2380",SS2747,Cosumnes, ,Operational,SMUD,SMUD,M, ,,,,YES,,,220kV to 287kV,Herald,Sacramento,"95638",CA, 
-122.747093851275,38.3014319513393,"2381",SS2748,Central F, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Petaluma,Sonoma,"94952",CA, 
-121.312730912954,38.2714499341785,"2382",SS2749,Air Products 1, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Galt,Sacramento,"95632",CA, 
-121.28295088986,38.2749737551247,"2383",SS2750,Marengo-Sprr, ,Operational,SMUD,SMUD,M, ,,YES,,,,,33kV to 92kV,Galt,Sacramento,"95632",CA, 
-122.155124338948,38.1980601706443,"2384",SS2751,Cordelia Interm Pumps, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Fairfield,Solano,"94534",CA, 
-122.147864755977,38.2055014345648,"2385",SS2752,Jameson, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fairfield,Solano,"94534",CA, 
-121.829217820908,38.1236329884475,"2386",SS2753,US Windpower (Russell),"SOLANO WIND, RUSSELL",Operational,Other,Other,M, ,,,,YES,,,220kV to 287kV,Rio Vista,Solano,"94571",CA, 
-121.855740749793,38.241215682681,"2387",SS2754,Creed Energy, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Suisun City,Solano,"94585",CA, 
-121.844170417165,38.2265878169659,"2388",SS2755,Goose Haven, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Suisun City,Solano,"94585",CA, 
-121.866911683321,38.2214526262957,"2389",SS2756,Lambie Energy, ,Operational,PG&E,PG&E,M, ,,YES,,YES,,,220kV to 287kV,Suisun City,Solano,"94585",CA, 
-121.024569749641,38.2268844403941,"2390",SS2757,Camanche Dam, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Acampo,San Joaquin,"95220",CA, 
-121.299630723341,38.1461186566007,"2391",SS2759,Mclain, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Lodi,San Joaquin,"95242",CA, 
-121.388192753242,38.0879331814619,"2392",SS2760,Lodi Stig, ,Operational,Other,Other,M, ,,,,YES,,,220kV to 287kV,Lodi,San Joaquin,"95242",CA, 
-121.290428954467,38.1160045526532,"2393",SS2761,Henning, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lodi,San Joaquin,"95242",CA, 
-121.261364800332,38.1372352186819,"2394",SS2762,Lodi,KILLELEA,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Lodi,San Joaquin,"95240",CA, 
-121.263358544077,37.9125509368511,"2395",SS2763,Stockton Cogen, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Stockton,San Joaquin,"95206",CA, 
-121.32837815398,37.9376621401991,"2396",SS2764,Stockton Wastewater, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Stockton,San Joaquin,"95206",CA, 
-120.807055887516,37.8302756502084,"2397",SS2765,Frankenheimer, ,Low kV,PG&E,PG&E,M, ,YES,,,,,,12kV to 32kV,Oakdale,Stanislaus,"95361",CA, 
-121.274203954425,37.797849986716,"2398",SS2766,Vierra,HOWARD RD,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lathrop,San Joaquin,"95330",CA, 
-121.276558242133,37.8087804610336,"2399",SS2767,Howland Rd.,J.R. SIMPLOT,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lathrop,San Joaquin,"95330",CA, 
-121.416896812158,37.7561361002176,"2400",SS2769,Leprino Foods (Tracy), ,Operational,Other,Other,M, ,,YES,YES,,,,110kV to 161kV,Tracy,San Joaquin,"95376",CA, 
-121.544375547415,37.6724480181512,"2401",SS2770,Aec 2, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Tracy,San Joaquin,"95377",CA, 
-121.488415527869,37.7200476504009,"2402",SS2771,Thermal Energy,TRACY BIOMASS,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Tracy,San Joaquin,"95377",CA, 
-121.489944487451,37.710355849692,"2403",SS2772,GWF Tracy, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Tracy,San Joaquin,"95377",CA, 
-122.376853164739,37.7369130495183,"2404",SS2773,Hunters Point,SAN FRAN P-HUNTERS POINT,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,San Francisco,San Francisco,"94124",CA, 
-122.403358901187,37.7460248727315,"2405",SS2774,Bayshore  (Sf W), ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,San Francisco,San Francisco,"94124",CA, 
-121.040362003817,37.6428929836966,"2406",SS2775,Rosemore A, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Modesto,Stanislaus,"95358",CA, 
-121.019645790462,37.6530041946449,"2407",SS2776,Woodland- Mid, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Modesto,Stanislaus,"95351",CA, 
-120.993174031026,37.6371539615902,"2408",SS2777,12Th St., ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Modesto,Stanislaus,"95354",CA, 
-121.006037016405,37.641959968139,"2409",SS2778,8Th St., ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Modesto,Stanislaus,"95354",CA, 
-120.931325015221,37.6292479770073,"2410",SS2779,Mcclure, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Modesto,Stanislaus,"95354",CA, 
-121.098262017952,37.4805310930071,"2411",SS2780,Patterson Water Dist., ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Patterson,Stanislaus,"95363",CA, 
-120.838047449209,37.4894665908958,"2412",SS2781,F St., ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Turlock,Stanislaus,"95380",CA, 
-120.906069618995,37.4899476554753,"2413",SS2782,Walnut, ,Operational,Other,Other,M, ,,,YES,YES,,,220kV to 287kV,Turlock,Stanislaus,"95380",CA, 
-120.896821223126,37.487727905702,"2414",SS2783,Walnut Energy, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Turlock,Stanislaus,"95380",CA, 
-122.17827358591,37.4553717777133,"2415",SS2784,Sri,SRI INTL,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Menlo Park,San Mateo,"94025",CA, 
-121.935537948239,37.4547543474679,"2416",SS2785,Newby Island I, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,San Jose,Santa Clara,"95134",CA, 
-122.03176302569,37.4095364455965,"2417",SS2786,Lockheed 1, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Sunnyvale,Santa Clara,"94089",CA, 
-122.030789661106,37.4161283910916,"2418",SS2787,Lockheed 2, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Sunnyvale,Santa Clara,"94089",CA, 
-122.063467858438,37.4181070780716,"2419",SS2788,Nasa, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Mountain View,Santa Clara,"94035",CA, 
-121.966494949543,37.4019598752463,"2420",SS2789,Northern Receiving Sta.,GIANERA,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Santa Clara,Santa Clara,"95054",CA, 
-121.944510501006,37.3694102893674,"2421",SS2790,Container Corp., ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Santa Clara,Santa Clara,"95050",CA, 
-121.787233175858,37.269090210668,"2422",SS2791,Piercy, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,San Jose,Santa Clara,"95138",CA, 
-121.977339073157,37.2264348813795,"2423",SS2792,Los Gatos, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Los Gatos,Santa Clara,"95030",CA, 
-121.796399200066,37.2444674157654,"2424",SS2793,Ibm Cottle, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,San Jose,Santa Clara,"95123",CA, 
-121.804328561034,37.2150749129152,"2425",SS2794,Ibm Harry Rd., ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,San Jose,Santa Clara,"95120",CA, 
-121.895222543514,37.2142128674598,"2426",SS2795,Guadalupe, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,San Jose,Santa Clara,"95120",CA, 
-121.749076059416,37.1992456877946,"2427",SS2796,Ibm Bailey Rd., ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Coyote,Santa Clara,"95013",CA, 
-121.746263654396,37.2262776067719,"2428",SS2797,Metcalf 2, ,Operational,PG&E,PG&E,M, ,,,YES,YES,YES,,345kV to 500kV,Coyote,Santa Clara,"95013",CA, 
-121.746585976372,37.2214090893011,"2429",SS2798,Metcalf Energy Cntr., ,Operational,PG&E,PG&E,M, ,,,,YES,,,220kV to 287kV,Coyote,Santa Clara,"95013",CA, 
-121.74189780544,37.2243815283055,"2430",SS2799,Metcalf 1, ,Operational,PG&E,PG&E,M, ,,YES,YES,YES,,,220kV to 287kV,Coyote,Santa Clara,"95013",CA, 
-121.536408543366,36.9985858380813,"2431",SS2800,Gilroy Food I, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Gilroy,Santa Clara,"95020",CA, 
-121.539597934212,36.9983224751888,"2432",SS2801,Gilroy Food Ii, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Gilroy,Santa Clara,"95020",CA, 
-121.767944501196,36.9111543507584,"2433",SS2802,Calpine Monterey, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Watsonville,Santa Cruz,"95076",CA, 
-117.56623769078,35.0202917475286,"2434",SS2803,Segs 6, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Ridgecrest,San Bernardino,"93555",CA, 
-117.565722199263,35.0155057827124,"2435",SS2804,Segs 7, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Ridgecrest,San Bernardino,"93555",CA, 
-117.55549821702,35.0190386466552,"2436",SS2805,Segs 5, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Ridgecrest,San Bernardino,"93555",CA, 
-117.555654030646,35.0118478119526,"2437",SS2806,Segs 4, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Ridgecrest,San Bernardino,"93555",CA, 
-117.555728784283,35.007352178905,"2438",SS2807,Segs 3, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Ridgecrest,San Bernardino,"93555",CA, 
-117.39334815528,35.7041467440552,"2439",SS2808,Westend, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Trona,San Bernardino,"93562",CA, 
-117.375433463748,35.7648755552312,"2440",SS2809,Trona,ACE COGEN,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Trona,San Bernardino,"93562",CA, 
-120.847375268862,35.2162871656792,"2441",SS2810,Diablo Canyon, ,Operational,PG&E,PG&E,L, ,,,,,YES,,345kV to 500kV,San Luis Obispo,San Luis Obispo,"93405",CA, 
-117.348201864493,35.0266450177575,"2442",SS2811,Harper Lake,"SEGS 8, 9",Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Hinkley,San Bernardino,"92347",CA, 
-115.121935888092,34.1488340460969,"2443",SS2812,Iron Mt., ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Essex,San Bernardino,"92332",CA, 
-120.457761549004,34.9447850130206,"2444",SS2813,Santa Maria Cogen, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Santa Maria,Santa Barbara,"93458",CA, 
-116.854194962316,34.8631069952141,"2445",SS2814,Cool Water, ,Operational,SCE,SCE,L, ,,YES,YES,YES,,,220kV to 287kV,Daggett,San Bernardino,"92327",CA, 
-116.828032483965,34.8615929937879,"2446",SS2815,Segs 2, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Daggett,San Bernardino,"92327",CA, 
-117.363077083828,34.5953111443362,"2447",SS2816,Caldwell, ,Operational,Other,Other,L, ,,YES,,YES,,,220kV to 287kV,Adelanto,San Bernardino,"92301",CA, 
-120.525976286488,34.7637479666519,"2448",SS2817,Vandenberg Afb, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lompoc,Santa Barbara,"93437",CA, 
-117.335077671334,34.6060452142767,"2449",SS2818,Rivertex, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Oro Grande,San Bernardino,"92368",CA, 
-117.101624074247,34.6228366796739,"2450",SS2819,Black Mt., ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Apple Valley,San Bernardino,"92307",CA, 
-117.102168515477,34.6212950137667,"2451",SS2820,Southcap, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Apple Valley,San Bernardino,"92307",CA, 
-117.099821294031,34.6215227927086,"2452",SS2821,Southdown, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Apple Valley,San Bernardino,"92307",CA, 
-116.941169103344,34.3830504255837,"2453",SS2822,Pluess, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Lucerne Valley,San Bernardino,"92356",CA, 
-117.312482372927,34.5659950337541,"2454",SS2823,Soport, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Victorville,San Bernardino,"92394",CA, 
-119.726536998265,34.4041516876138,"2455",SS2824,Playa, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Santa Barbara,Santa Barbara,"93109",CA,Sbcfire.com
-114.142249645041,34.2932865467475,"2456",SS2825,Parker, ,Operational,WAPA,WAPA,L, ,,YES,YES,YES,,,220kV to 287kV,Parker Dam,San Bernardino,"92267",CA, 
-114.141413523263,34.2910282215167,"2457",SS2826,Parker 2, ,Operational,WAPA,WAPA,L, ,,,YES,YES,,,220kV to 287kV,Parker Dam,San Bernardino,"92267",CA, 
-117.323481672442,34.3074658167977,"2458",SS2827,Mojave Siphon, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,San Bernardino,San Bernardino,"92407",CA, 
-117.059093505224,34.1456331096629,"2459",SS2828,Santa Ana 1, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mentone,San Bernardino,"92359",CA, 
-117.105730327475,34.0985250422133,"2460",SS2829,Greenspot, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Highland,San Bernardino,"92346",CA, 
-117.077479691756,34.0742006717334,"2461",SS2830,Crafton Hills, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Mentone,San Bernardino,"92359",CA, 
-117.099089181698,34.1072331932416,"2462",SS2831,Santa Ana 3, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mentone,San Bernardino,"92359",CA, 
-117.188875877389,34.0780643286504,"2463",SS2832,Purewater, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Redlands,San Bernardino,"92374",CA, 
-117.24037655784,34.0794679392672,"2464",SS2833,Mountainview, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,San Bernardino,San Bernardino,"92408",CA, 
-117.360847987105,34.0417926957872,"2465",SS2834,Agua Mansa, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Colton,San Bernardino,"92324",CA, 
-117.039649843977,34.0880217513082,"2466",SS2835,Mill Creek 3, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Yucaipa,San Bernardino,"92399",CA, 
-117.568204402226,34.0440118554614,"2467",SS2836,Milliken,ONTARIO MILL,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Ontario,San Bernardino,"91761",CA, 
-117.680638236946,33.9899174405639,"2468",SS2837,Ols Energy Chino, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Chino,San Bernardino,"91710",CA, 
-116.665407550477,33.9513811894986,"2469",SS2838,Pan Aero, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
-116.666838097301,33.9499867393686,"2470",SS2839,Seawind, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
-116.718345737881,33.916014839978,"2471",SS2840,Transwind, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
-116.642793646438,33.9177534065289,"2472",SS2841,Renwind, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
-116.615710292056,33.9371874263909,"2473",SS2842,Venwind, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
-116.614793655357,33.9262450749115,"2474",SS2843,Sanwind, ,Closed,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,White Water,Riverside,"92282",CA, 
