Resource ID,Local Area,Matched Zone,Generator Name,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Dispatchable,Path Designation,Deliverability Status,Deliverability MW,Internal Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENAL_6_AVSLR1,Fresno,ZP26,Avenal Solar 1,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENAL_6_AVSLR2,Fresno,ZP26,Avenal Solar 2,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENAL_6_SANDDG,Fresno,ZP26,Sand Drag Solar Project,0.08,0.08,0.08,0.21,0.84,6.08,9.51,3.19,6.36,0.1,0.08,0.08,N,North,ID,83.58%,PGEWD0036 - 18DGD (83.58% or 15.88 MW of 19 MW) Waiting for Reconductor Los Banos-Padre Flat-Panoche 230 kV and possibly other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENAL_6_SUNCTY,Fresno,ZP26,Sun City Solar Project,0.1,0.1,0.1,0.27,1.05,7.66,11.98,4.02,8.01,0.13,0.1,0.1,N,North,ID,100%,PGEWD0035 - 18DGD Waiting for Reconductor Los Banos-Padre Flat-Panoche 230 kV and possibly other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVSOLR_2_SOLAR,CAISO System,SP15,AV SOLAR RANCH 1,0.1,0.1,0.1,0.71,3.67,61.11,119.92,29.62,64.61,0.37,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA_2_LKHSR1,CAISO System,NP15,Lake Herman Solar,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALCHS_7_UNIT 1,Fresno,NP15,BALCH 1 PH UNIT 1,31,31,25.2,31,31,31,31,31,31,31,31,31,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALCHS_7_UNIT 2,Fresno,NP15,BALCH 2 PH UNIT 2,52.5,52.5,43.4,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALCHS_7_UNIT 3,Fresno,NP15,BALCH 2 PH UNIT 3,54.6,54.6,43.78,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKPP_2_NSPIN,Bay Area,NP15,BANKPP_2_NSPIN,127,127,127,127,127,127,127,127,127,127,127,127,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRE_2_ALASB1,LA Basin,SP15,Los Alamitos 1,5.1,5.1,5.1,5.1,5.32,9.25,10,7.03,8.9,5.1,5.1,5.1,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRE_2_QF,LA Basin,SP15,BARRE QFS,0,0,0.01,0.01,0,0,0,0,0,0,0,0,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRE_6_PEAKER,LA Basin,SP15,Barre Peaker,49,49,49,49,49,49,49,49,49,49,49,49,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASICE_2_UNITS,CAISO System,NP15,King City Cogen,120,120,120,120,120,120,120,120,120,120,120,120,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDGRCK_1_UNITS,Kern,ZP26,BADGER CREEK LIMITED,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,48.08,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEARDS_7_UNIT 1,Stockton,NP15,Beardsley Hydro,6.3,2.74,2,6.54,5.96,9.1,5.54,5.94,3.8,3.2,6.2,8.4,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEARMT_1_UNIT,Kern,ZP26,Bear Mountain Limited,49.21,49.21,49.21,49.21,49.21,49.21,49.21,49.21,49.21,49.21,49.21,49.21,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELDEN_7_UNIT 1,Sierra,NP15,BELDEN HYDRO,2,2,1.6,2.08,2.08,35.2,80.8,93.95,88,45.2,2,1.6,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERCYN_2_BCEBT1,NCNB,NP15,Bear Canyon Energy Storage,13,13,13,13,13,13,13,13,13,13,13,13,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGROCK_2_BRFBX2,San Diego-IV,Not found,Big Rock Solar Farm,,,,,,,100,100,100,100,100,100,Y,South,PD,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_AS2SR1,Big Creek-Ventura,SP15,Antelope Solar 2,0.1,0.1,0.1,0.5,3.38,44.65,70.66,21.31,40.9,0.18,0.1,0.1,N,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_ASPSR2,Big Creek-Ventura,SP15,Antelope Solar 2 San Pablo,0.1,0.1,0.1,0.48,3.22,42.52,67.29,20.3,38.96,0.18,0.1,0.1,N,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_ASSR1B,Big Creek-Ventura,SP15,Antelope Solar 1B ,6.71,9.03,10.73,14.7,15.27,13.77,14.2,13.32,12.62,10.82,7.33,5.53,N,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_ASSR3A,Big Creek-Ventura,SP15,Antelope Solar 3A,0.1,0.1,0.1,0.1,0.48,6.38,10.09,3.04,5.84,0.1,0.1,0.1,N,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_ASSR3B,Big Creek-Ventura,SP15,Antelope Solar 3B,0.1,0.1,0.1,0.1,0.16,2.13,3.36,1.01,1.95,0.1,0.1,0.1,N,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSKYN_2_BS3SR3,Big Creek-Ventura,SP15,Big Sky Solar 3,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGCRK_2_EXESWD,Big Creek-Ventura,SP15,BIG CREEK HYDRO PROJECT PSP,522.6,570.6,548.2,590,700,730.2,710.02,700,700,536.08,516.6,549.52,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGCRK_7_DAM7,Big Creek-Ventura,SP15,DAM 7 AT BIG CREEK (FISHWATER GEN),0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGCRK_7_MAMRES,Big Creek-Ventura,SP15,MAMMOTH POOL RESERVOIR (FISHWATER,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_AS2BT1,Big Creek-Ventura,SP15,Antelope Solar 2 LAB,127,127,127,127,127,127,127,127,127,127,127,127,Y,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS. Co-located",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_ASLBT2,Big Creek-Ventura,SP15,Antelope Solar 2 Luna,100,100,100,100,100,100,100,100,100,100,100,100,Y,South,ID,100%,"Q1208 - Group name: ANTELOPE_1208 - Max to grid 650 MW, Waiting for Tehachapi CRAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_BSKSR6,Big Creek-Ventura,SP15,Big Sky Solar 6,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_BSKSR7,Big Creek-Ventura,SP15,Big Sky Solar 7,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_BSKSR8,Big Creek-Ventura,SP15,Big Sky Solar 8,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR1,Big Creek-Ventura,SP15,Antelope Big Sky Ranch ,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR2,Big Creek-Ventura,SP15,Big Sky Solar 4,14.87,20.53,24.81,33.26,34.38,33.42,32.42,30.15,28.15,24.31,16.57,11.78,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR3,Big Creek-Ventura,SP15,Big Sky Summer ,0.1,0.1,0.1,0.1,0.64,8.5,13.46,4.06,7.79,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR4,Big Creek-Ventura,SP15,Western Antelope Blue Sky Ranch B,7.44,10.39,12.35,16.7,17.41,16.79,15.66,14.8,14.17,12.26,8.43,5.94,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR5,Big Creek-Ventura,SP15,Big Sky Solar 2,0.1,0.1,0.1,0.1,0.16,2.13,3.36,1.01,1.95,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR6,Big Creek-Ventura,SP15,Solverde 1,0.1,0.1,0.1,0.4,2.73,36.14,57.2,17.25,33.11,0.15,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIGSKY_2_SOLAR7,Big Creek-Ventura,SP15,Big Sky Solar 1,0.1,0.1,0.1,0.24,1.61,21.26,33.65,10.15,19.48,0.1,0.1,0.1,N,South,FC,,Co-located,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOMAS_1_UNIT 1,Sierra,NP15,WOODLAND BIOMASS,15.91,16.16,15.9,16.21,16.18,15.6,14.66,15.59,23.3,16.15,18.9,24.24,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISHOP_1_ALAMO,CAISO System,SP15,BISHOP CREEK PLANT 2  AND  6,1.92,2.16,3.27,4.38,6.86,8.42,7.5,7.08,5.88,3.18,2.46,2.04,N,South,FC,,Behind the South of Control de-rate ¿ limited to 175 MWs and not binding at this time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISHOP_1_UNITS,CAISO System,SP15,BISHOP CREEK PLANT 3  AND  4,3.34,3.66,5.17,7.17,8.84,9,9.73,7.67,8.93,6.05,5.15,4.76,N,South,FC,,Behind the South of Control de-rate ¿ limited to 175 MWs and not binding at this time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKRFLD_2_SOLAR1,Kern,ZP26,Bakersfield 111,0.1,0.1,0.1,0.1,0.1,0.78,1.01,0.37,0.66,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACK_7_UNIT 1,CAISO System,NP15,JAMES B. BLACK 1,84.2,82.6,82.6,82.6,84.6,85,85,85,85,68,68,84,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACK_7_UNIT 2,CAISO System,NP15,JAMES B. BLACK 2,83.48,83.28,83.28,83.48,84.1,83.88,84.1,84.1,84.1,84.1,71.28,80.8,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAST_1_WIND,LA Basin,SP15,Mountain View IV Wind,4.12,9.94,11.13,17.93,20.21,18.41,18.35,16.94,10.4,5.57,3.23,3.17,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLCKBT_2_STONEY,CAISO System,NP15,BLACK BUTTE HYDRO,2.18,2.18,1.3,3.5,2.7,2.57,2.02,1.83,1.5,1.5,2.1,3.24,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLCKWL_6_SOLAR1,CAISO System,ZP26,Blackwell Solar,0.1,0.1,0.1,0.16,0.84,6.8,8.76,3.21,5.7,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKCRK_2_GMCBT1,CAISO System,SP15,Genesis McCoy Bess,230,230,230,230,230,230,230,230,230,230,230,230,Y,South,FC,,"Group name: MCCOY_193_1 - Max to grid 250 MW. Co-located with BLKCRK_2_SOLAR1, GENESI_2_STG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKCRK_2_SOLAR1,CAISO System,SP15,McCoy Station,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,"Group name: MCCOY_193_1 - Max to grid 250 MW. Co-located with BLKCRK_2_GMCBT1, GENESI_2_STG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKDIA_2_BDEBT1,Bay Area,NP15,Black Diamond Energy Storage,200,200,200,200,200,200,200,200,200,200,200,200,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM W_2_COSBT1,CAISO System,SP15,Coso Battery Storage,60,60,60,60,60,60,60,60,60,60,60,60,Y,South,FC,,Group name: COSO_0053CONV - Max to grid 162 MW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM W_2_MDRBT1,CAISO System,Not found,BLM EAST Facility Mordor 2,,,,,0,20,20,20,20,20,20,20,Y,South,FC,,Group name COSO_0053CONV - Max to grid 162 MW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLM_2_UNITS,CAISO System,SP15,BLM EAST Facility,47,47,47,47,47,47,47,47,47,47,47,47,Y,South,PD,47.00,Group name: COSO_0053CONV - Max to grid 162 MW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLVRDE_6_BLVBT1,San Diego-IV,SP15,Boulevard Energy Storage,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLYTHE_1_SOLAR1,CAISO System,SP15,Blythe Solar 1 Project,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLYTHE_1_SOLAR2,CAISO System,SP15,Blythe Green 1,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNNIEN_7_ALTAPH,Sierra,NP15,ALTA POWER HOUSE,0.36,0.31,0.31,0.46,0.21,0.44,0.46,0.55,0.44,0.56,0.33,0.22,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOGUE_1_UNITA1,Sierra,NP15,"Feather River Energy Center, Unit #1",47.38,47.38,47.38,47.38,47.38,47.38,47.38,47.38,47.38,47.38,47.38,47.38,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BORDER_6_UNITA1,San Diego-IV,SP15,CalPeak Power Border Unit 1,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,51.25,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOWMN_6_HYDRO,Sierra,NP15,NID Hydro Bowman Powerhouse,0.17,0.29,0.57,0.87,2.13,1.45,2.23,1.99,1.73,1.1,0.5,0.36,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDGVL_7_BAKER,Humboldt,NP15,Baker Station Hydro,0.55,0.57,0.56,0.46,0.12,0.01,0,0,0,0.01,0.08,0.57,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_HIWIND,Bay Area,NP15,High Winds Energy Center,9.2,13.76,28.7,56.9,74.73,69.12,69.57,49.22,39.86,17.71,6.52,8.95,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_MTZUM2,Bay Area,NP15,NextEra Energy Montezuma Wind II,4.44,6.64,13.86,27.47,36.07,33.37,33.58,23.76,19.24,8.55,3.15,4.32,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_MTZUMA,Bay Area,NP15,FPL Energy Montezuma Wind,2.09,3.12,6.52,12.93,16.98,15.7,15.8,11.18,9.05,4.02,1.48,2.03,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_SHILO1,Bay Area,NP15,Shiloh I Wind Project,8.51,12.74,26.58,52.69,69.19,64,64.42,45.57,36.91,16.4,6.04,8.29,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_SHILO2,Bay Area,NP15,SHILOH WIND PROJECT 2,8.51,12.74,26.58,52.69,69.19,64,64.42,45.57,36.91,16.4,6.04,8.29,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_SHLO3A,Bay Area,NP15,"Shiloh III Wind Project, LLC",5.82,8.7,18.16,36,47.28,43.74,44.02,31.14,25.22,11.21,4.13,5.67,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDSLD_2_SHLO3B,Bay Area,NP15,Shiloh IV Wind Project,5.68,8.49,17.72,35.13,46.13,42.67,42.94,30.38,24.61,10.93,4.03,5.53,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREGGO_6_DEGRSL,San Diego-IV,SP15,Desert Green Solar Farm,0.1,0.1,0.1,0.1,0.2,2.68,4.24,1.28,2.45,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREGGO_6_SOLAR,San Diego-IV,SP15,NRG Borrego Solar One,0.1,0.1,0.1,0.1,0.39,6.58,12.91,3.19,6.96,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
